School_ID,School_Name,District,Student_Strength,Current_Teacher_Count,Required_Teacher_Count,Student_Teacher_Ratio,Subject_Wise_Vacancy
SCH0174,Govt. Middle School South-174,South Delhi,723,25,24,28.92,"{'Mathematics': 2, 'Geography': 0, 'Physics': 0, 'English': 1, 'Science': 1}"
SCH0175,Govt. Middle School Ghaziabad-175,Ghaziabad,174,2,5,87.0,"{'English': 2, 'Hindi': 1, 'Sanskrit': 3, 'History': 3, 'Physics': 1}"
SCH0176,Govt. Middle School Udaipur-176,Udaipur,905,26,30,34.81,"{'Social Science': 1, 'Biology': 1, 'Sanskrit': 1}"
SCH0177,Govt. Senior Secondary School Agra-177,Agra,1458,53,48,27.51,"{'Science': 2, 'English': 2, 'Hindi': 1, 'Computer Science': 3, 'Chemistry': 0}"
SCH0178,Govt. Middle School Kota-178,Kota,265,3,8,88.33,"{'Art': 3, 'Chemistry': 2}"
SCH0179,Govt. Middle School North-179,North Delhi,1119,38,37,29.45,"{'Science': 1, 'Biology': 2, 'Physics': 0, 'Computer Science': 0, 'Social Science': 0, 'Chemistry': 3}"
SCH0180,Govt. Senior Secondary School Lucknow-180,Lucknow,237,9,7,26.33,"{'Biology': 0, 'Mathematics': 1, 'Geography': 0}"
SCH0181,Govt. Middle School Kota-181,Kota,1631,52,54,31.37,"{'Hindi': 3, 'Computer Science': 0, 'Science': 1, 'Art': 1, 'Biology': 0, 'Social Science': 1}"
SCH0182,Govt. Senior Secondary School Varanasi-182,Varanasi,304,15,10,20.27,"{'Mathematics': 2, 'Sanskrit': 3, 'Social Science': 2}"
SCH0183,Govt. Senior Secondary School Jodhpur-183,Jodhpur,210,10,7,21.0,"{'Hindi': 2, 'History': 2}"
SCH0184,Govt. Primary School Central-184,Central Delhi,947,36,31,26.31,"{'Physics': 1, 'Computer Science': 3, 'Physical Education': 3, 'History': 3, 'Chemistry': 3}"
SCH0185,Govt. High School Ajmer-185,Ajmer,999,35,33,28.54,"{'Computer Science': 0, 'Science': 2, 'Biology': 3, 'Geography': 2, 'Chemistry': 2}"
SCH0186,Govt. Senior Secondary School Faridabad-186,Faridabad,192,2,6,96.0,"{'Hindi': 0, 'Biology': 1, 'Art': 2, 'Sanskrit': 2}"
SCH0187,Govt. Senior Secondary School Lucknow-187,Lucknow,1912,62,63,30.84,"{'History': 1, 'Computer Science': 3, 'Physics': 1, 'Mathematics': 0}"
SCH0188,Govt. Middle School Kanpur-188,Kanpur,633,20,21,31.65,"{'Science': 1, 'Biology': 0, 'Sanskrit': 0}"
SCH0189,Govt. Senior Secondary School Noida-189,Noida,332,17,11,19.53,"{'Art': 1, 'Physics': 1}"
SCH0190,Govt. High School Gurgaon-190,Gurgaon,645,16,21,40.31,"{'Hindi': 1, 'Science': 1, 'History': 0, 'Sanskrit': 2, 'Geography': 0, 'Computer Science': 1}"
SCH0191,Govt. Middle School Gurgaon-191,Gurgaon,348,14,11,24.86,"{'Art': 1, 'Geography': 2, 'Mathematics': 3}"
SCH0192,Govt. High School Faridabad-192,Faridabad,449,19,14,23.63,"{'History': 2, 'Social Science': 3, 'English': 0}"
SCH0193,Govt. Senior Secondary School West-193,West Delhi,436,18,14,24.22,"{'Mathematics': 3, 'Physics': 0, 'Hindi': 3}"
SCH0194,Govt. Middle School Ajmer-194,Ajmer,724,21,24,34.48,"{'English': 0, 'Social Science': 3}"
SCH0195,Govt. High School South-195,South Delhi,818,29,27,28.21,"{'History': 1, 'Science': 1, 'Physical Education': 1, 'Art': 3, 'Biology': 2}"
SCH0196,Govt. Middle School Jaipur-196,Jaipur,177,7,5,25.29,"{'Geography': 1, 'Science': 0, 'Biology': 1, 'History': 1, 'Hindi': 2, 'Mathematics': 3}"
SCH0197,Govt. Middle School Udaipur-197,Udaipur,982,33,32,29.76,"{'Computer Science': 2, 'Mathematics': 2, 'Art': 2, 'Biology': 1, 'Chemistry': 2}"
SCH0198,Govt. Senior Secondary School Varanasi-198,Varanasi,1874,68,62,27.56,"{'Physical Education': 0, 'Biology': 1, 'Science': 1, 'Sanskrit': 1, 'Physics': 2}"
SCH0199,Govt. High School Bikaner-199,Bikaner,1138,40,37,28.45,"{'English': 2, 'Social Science': 0}"
SCH0200,Govt. Middle School Bikaner-200,Bikaner,127,9,5,14.11,"{'Geography': 2, 'History': 0, 'Social Science': 0, 'Biology': 2, 'Art': 1}"
SCH0201,Govt. Primary School Bikaner-201,Bikaner,1597,59,53,27.07,"{'Art': 0, 'Physical Education': 0}"
SCH0202,Govt. High School West-202,West Delhi,1648,52,54,31.69,"{'Biology': 0, 'Hindi': 3, 'Chemistry': 1, 'Physics': 2, 'Sanskrit': 0}"
SCH0203,Govt. Primary School Kanpur-203,Kanpur,208,2,6,104.0,"{'Physics': 2, 'Chemistry': 3}"
SCH0204,Govt. Middle School Agra-204,Agra,210,7,7,30.0,"{'English': 1, 'Computer Science': 2, 'Biology': 3, 'Science': 3}"
SCH0205,Govt. Senior Secondary School East-205,East Delhi,1492,55,49,27.13,"{'Chemistry': 2, 'Science': 1}"
SCH0206,Govt. High School Lucknow-206,Lucknow,524,16,17,32.75,"{'Mathematics': 1, 'Geography': 3, 'History': 1, 'Physical Education': 3, 'Physics': 1, 'Science': 2}"
SCH0207,Govt. Middle School Varanasi-207,Varanasi,414,20,13,20.7,"{'Sanskrit': 1, 'Physical Education': 0, 'Mathematics': 0, 'Social Science': 0, 'Geography': 0}"
SCH0208,Govt. Middle School Ghaziabad-208,Ghaziabad,761,24,25,31.71,"{'Geography': 1, 'History': 1}"
SCH0209,Govt. High School Noida-209,Noida,1626,52,54,31.27,"{'Hindi': 1, 'Science': 2, 'Physics': 1, 'History': 1, 'Physical Education': 1}"
SCH0210,Govt. Middle School West-210,West Delhi,1730,59,57,29.32,"{'Hindi': 2, 'Art': 0, 'Chemistry': 2, 'History': 2, 'Geography': 2, 'Computer Science': 2}"
SCH0211,Govt. Middle School North-211,North Delhi,1163,37,38,31.43,"{'English': 3, 'Social Science': 3}"
SCH0212,Govt. Middle School Ghaziabad-212,Ghaziabad,1346,44,44,30.59,"{'Mathematics': 1, 'English': 3, 'Art': 3, 'Geography': 2}"
SCH0213,Govt. Senior Secondary School Kanpur-213,Kanpur,103,5,5,20.6,"{'Physical Education': 1, 'Computer Science': 0, 'Mathematics': 1}"
SCH0214,Govt. High School East-214,East Delhi,603,20,20,30.15,"{'Chemistry': 2, 'Biology': 1, 'Physics': 0, 'English': 1, 'Physical Education': 2}"
SCH0215,Govt. Middle School Ghaziabad-215,Ghaziabad,814,29,27,28.07,"{'Geography': 1, 'Science': 2, 'Mathematics': 0, 'English': 3, 'Computer Science': 0, 'Physical Education': 1}"
SCH0216,Govt. Middle School East-216,East Delhi,1533,51,51,30.06,"{'Computer Science': 3, 'Chemistry': 2, 'Biology': 3, 'Geography': 0, 'Physical Education': 3}"
SCH0217,Govt. Middle School Varanasi-217,Varanasi,212,13,7,16.31,"{'Art': 2, 'History': 0, 'Science': 1}"
SCH0218,Govt. Primary School Lucknow-218,Lucknow,753,25,25,30.12,"{'Social Science': 0, 'Computer Science': 1}"
SCH0219,Govt. Primary School Ajmer-219,Ajmer,238,5,7,47.6,"{'Computer Science': 0, 'Social Science': 2, 'Mathematics': 2, 'Hindi': 0, 'Chemistry': 1, 'Physical Education': 1}"
SCH0220,Govt. High School North-220,North Delhi,109,4,5,27.25,"{'Hindi': 2, 'Art': 1, 'English': 3, 'Social Science': 1}"
SCH0221,Govt. Middle School Ghaziabad-221,Ghaziabad,112,7,5,16.0,"{'Mathematics': 1, 'Biology': 3}"
SCH0222,Govt. High School Varanasi-222,Varanasi,420,13,14,32.31,"{'Chemistry': 0, 'History': 0, 'Physical Education': 0}"
SCH0223,Govt. Middle School Gurgaon-223,Gurgaon,1010,35,33,28.86,"{'Chemistry': 1, 'Physical Education': 2}"
SCH0224,Govt. Primary School South-224,South Delhi,1542,46,51,33.52,"{'Biology': 0, 'Science': 1}"
SCH0225,Govt. Primary School Agra-225,Agra,335,7,11,47.86,"{'Chemistry': 1, 'Physical Education': 0, 'Computer Science': 3, 'Sanskrit': 2, 'Social Science': 0, 'Science': 1}"
SCH0226,Govt. Senior Secondary School Kanpur-226,Kanpur,687,19,22,36.16,"{'English': 2, 'Art': 0, 'Geography': 3, 'Biology': 3}"
SCH0227,Govt. Senior Secondary School Lucknow-227,Lucknow,1017,39,33,26.08,"{'Sanskrit': 3, 'Science': 0, 'Hindi': 3, 'Chemistry': 2, 'Geography': 0}"
SCH0228,Govt. Senior Secondary School Kanpur-228,Kanpur,1352,51,45,26.51,"{'Sanskrit': 1, 'Social Science': 2, 'Physical Education': 0, 'Physics': 0, 'Hindi': 0}"
SCH0229,Govt. High School Agra-229,Agra,950,36,31,26.39,"{'History': 1, 'Computer Science': 1}"
SCH0230,Govt. High School West-230,West Delhi,673,20,22,33.65,"{'Physics': 0, 'Physical Education': 0, 'Computer Science': 1, 'English': 0}"
SCH0231,Govt. Senior Secondary School Gurgaon-231,Gurgaon,501,18,16,27.83,"{'Social Science': 3, 'Hindi': 2, 'English': 3}"
SCH0232,Govt. High School Bikaner-232,Bikaner,1649,51,54,32.33,"{'English': 0, 'Art': 1}"
SCH0233,Govt. Primary School Jodhpur-233,Jodhpur,1988,67,66,29.67,"{'Art': 2, 'Geography': 2, 'Biology': 0, 'Computer Science': 0, 'Sanskrit': 0, 'Physics': 0}"
SCH0234,Govt. High School Agra-234,Agra,1106,37,36,29.89,"{'Science': 1, 'Biology': 1, 'Art': 0, 'Computer Science': 3, 'Social Science': 3}"
SCH0235,Govt. Senior Secondary School Faridabad-235,Faridabad,1162,35,38,33.2,"{'History': 1, 'Science': 1, 'Social Science': 2, 'Biology': 2}"
SCH0236,Govt. Senior Secondary School Jaipur-236,Jaipur,1302,45,43,28.93,"{'Physics': 1, 'Social Science': 3}"
SCH0237,Govt. Senior Secondary School East-237,East Delhi,1623,61,54,26.61,"{'Geography': 0, 'History': 3, 'Chemistry': 1, 'Biology': 2, 'Sanskrit': 2, 'Art': 3}"
SCH0238,Govt. Primary School South-238,South Delhi,256,8,8,32.0,"{'Computer Science': 0, 'Hindi': 0, 'Physics': 0, 'Geography': 0, 'Biology': 2, 'History': 2}"
SCH0239,Govt. Senior Secondary School Central-239,Central Delhi,388,10,12,38.8,"{'Science': 1, 'Art': 1, 'Physics': 1, 'Sanskrit': 0, 'History': 2}"
SCH0240,Govt. Senior Secondary School New-240,New Delhi,1965,60,65,32.75,"{'Physical Education': 1, 'Biology': 1, 'Art': 0}"
SCH0241,Govt. High School Udaipur-241,Udaipur,1282,40,42,32.05,"{'Physics': 0, 'Social Science': 3, 'Chemistry': 3, 'Physical Education': 3}"
SCH0242,Govt. Senior Secondary School Agra-242,Agra,114,12,5,9.5,"{'Science': 3, 'Physics': 0, 'Sanskrit': 0, 'History': 2}"
SCH0243,Govt. Middle School Kanpur-243,Kanpur,423,20,14,21.15,"{'Physical Education': 0, 'Computer Science': 1, 'Geography': 2, 'English': 2}"
SCH0244,Govt. Senior Secondary School Agra-244,Agra,726,21,24,34.57,"{'Computer Science': 3, 'English': 3, 'Physics': 1, 'Social Science': 2, 'Chemistry': 2, 'Art': 0}"
SCH0245,Govt. Senior Secondary School Bikaner-245,Bikaner,1783,64,59,27.86,"{'History': 1, 'Chemistry': 1, 'Computer Science': 3, 'Physics': 1}"
SCH0246,Govt. Senior Secondary School Central-246,Central Delhi,1257,43,41,29.23,"{'History': 2, 'Physics': 2, 'Mathematics': 1, 'Art': 1, 'Social Science': 2}"
SCH0247,Govt. High School New-247,New Delhi,495,20,16,24.75,"{'Art': 0, 'Biology': 3, 'Hindi': 1, 'Physical Education': 1}"
SCH0248,Govt. High School Central-248,Central Delhi,1084,31,36,34.97,"{'Social Science': 2, 'Art': 3}"
SCH0249,Govt. Senior Secondary School West-249,West Delhi,927,35,30,26.49,"{'Art': 3, 'Geography': 3, 'English': 3, 'Sanskrit': 3}"
SCH0250,Govt. High School Kanpur-250,Kanpur,1447,47,48,30.79,"{'English': 3, 'Physical Education': 0, 'Geography': 3}"
SCH0251,Govt. Primary School New-251,New Delhi,226,11,7,20.55,"{'Chemistry': 0, 'Physics': 3}"
SCH0252,Govt. Primary School Gurgaon-252,Gurgaon,1922,68,64,28.26,"{'Social Science': 0, 'Art': 1, 'Physical Education': 2, 'Biology': 0, 'Hindi': 1, 'History': 3}"
SCH0253,Govt. Middle School Gurgaon-253,Gurgaon,1420,47,47,30.21,"{'Sanskrit': 2, 'Hindi': 2, 'Physics': 0, 'Computer Science': 1, 'Geography': 0}"
SCH0254,Govt. Primary School Jaipur-254,Jaipur,1528,54,50,28.3,"{'Art': 1, 'Chemistry': 3, 'History': 1, 'Physical Education': 2}"
SCH0255,Govt. High School Varanasi-255,Varanasi,924,25,30,36.96,"{'Art': 2, 'Geography': 1, 'English': 2}"
SCH0256,Govt. Senior Secondary School Faridabad-256,Faridabad,470,17,15,27.65,"{'Sanskrit': 2, 'Physics': 0, 'History': 2, 'Science': 0, 'Physical Education': 0}"
SCH0257,Govt. Middle School West-257,West Delhi,1260,46,42,27.39,"{'Art': 3, 'English': 0}"
SCH0258,Govt. Primary School Faridabad-258,Faridabad,216,11,7,19.64,"{'English': 0, 'Chemistry': 2, 'Science': 2, 'Hindi': 3, 'Biology': 0, 'Physics': 1}"
SCH0259,Govt. Primary School North-259,North Delhi,174,5,5,34.8,"{'Chemistry': 1, 'History': 2}"
SCH0260,Govt. High School Lucknow-260,Lucknow,1333,49,44,27.2,"{'Science': 1, 'Physics': 2, 'Hindi': 0, 'Mathematics': 3, 'Art': 2}"
SCH0261,Govt. Middle School West-261,West Delhi,1054,41,35,25.71,"{'English': 2, 'Mathematics': 2, 'Social Science': 1}"
SCH0262,Govt. High School Jodhpur-262,Jodhpur,763,28,25,27.25,"{'Biology': 2, 'Geography': 3, 'Mathematics': 1, 'Science': 0, 'Physical Education': 3}"
SCH0263,Govt. High School Faridabad-263,Faridabad,1284,37,42,34.7,"{'History': 0, 'Physical Education': 2, 'Geography': 2}"
SCH0264,Govt. Primary School Udaipur-264,Udaipur,761,29,25,26.24,"{'Art': 3, 'Social Science': 1}"
SCH0265,Govt. Middle School Gurgaon-265,Gurgaon,1592,48,53,33.17,"{'Mathematics': 2, 'Hindi': 0}"
SCH0266,Govt. Primary School Varanasi-266,Varanasi,1207,43,40,28.07,"{'Science': 0, 'Biology': 3}"
SCH0267,Govt. Senior Secondary School Bikaner-267,Bikaner,1753,58,58,30.22,"{'Geography': 3, 'Hindi': 2, 'Physical Education': 0, 'English': 3, 'Social Science': 0, 'Chemistry': 2}"
SCH0268,Govt. Middle School North-268,North Delhi,1892,70,63,27.03,"{'Geography': 1, 'Chemistry': 2, 'English': 2}"
SCH0269,Govt. Middle School East-269,East Delhi,1051,32,35,32.84,"{'History': 1, 'Sanskrit': 3}"
SCH0270,Govt. Senior Secondary School Udaipur-270,Udaipur,769,32,25,24.03,"{'Sanskrit': 0, 'Biology': 0, 'Mathematics': 0, 'Computer Science': 1, 'Chemistry': 3}"
SCH0271,Govt. Middle School Lucknow-271,Lucknow,1547,48,51,32.23,"{'Physics': 1, 'Art': 0}"
SCH0272,Govt. Middle School East-272,East Delhi,689,19,22,36.26,"{'Physical Education': 2, 'Computer Science': 1, 'Art': 1}"
SCH0273,Govt. Middle School West-273,West Delhi,601,26,20,23.12,"{'Mathematics': 0, 'Physics': 1, 'History': 1}"
SCH0274,Govt. High School Agra-274,Agra,1801,57,60,31.6,"{'Physical Education': 2, 'Biology': 3, 'Computer Science': 0, 'English': 3, 'Sanskrit': 0}"
SCH0275,Govt. Primary School East-275,East Delhi,154,6,5,25.67,"{'Social Science': 2, 'Hindi': 3}"
SCH0276,Govt. High School South-276,South Delhi,877,33,29,26.58,"{'Physics': 2, 'Social Science': 1}"
SCH0277,Govt. Primary School Udaipur-277,Udaipur,261,14,8,18.64,"{'Biology': 0, 'Social Science': 2, 'Mathematics': 2, 'Computer Science': 3, 'Hindi': 3, 'Art': 1}"
SCH0278,Govt. Senior Secondary School Lucknow-278,Lucknow,1514,57,50,26.56,"{'Social Science': 3, 'Science': 0, 'Physics': 0, 'Chemistry': 2}"
SCH0279,Govt. Primary School Kanpur-279,Kanpur,1958,67,65,29.22,"{'Physics': 2, 'English': 2, 'Biology': 2, 'Physical Education': 0, 'Sanskrit': 3}"
SCH0280,Govt. Middle School Udaipur-280,Udaipur,1177,42,39,28.02,"{'Physical Education': 2, 'Chemistry': 0}"
SCH0281,Govt. Primary School East-281,East Delhi,678,19,22,35.68,"{'Sanskrit': 0, 'English': 3, 'History': 2, 'Social Science': 3, 'Physics': 1, 'Science': 2}"
SCH0282,Govt. Middle School East-282,East Delhi,195,8,6,24.38,"{'Social Science': 1, 'Biology': 3, 'Geography': 3, 'Chemistry': 1}"
SCH0283,Govt. Primary School New-283,New Delhi,590,17,19,34.71,"{'Biology': 3, 'Mathematics': 0, 'Physical Education': 1, 'Physics': 0}"
SCH0284,Govt. Primary School Bikaner-284,Bikaner,1009,34,33,29.68,"{'Computer Science': 3, 'Art': 1, 'Mathematics': 2, 'Science': 1}"
SCH0285,Govt. Middle School Kanpur-285,Kanpur,874,24,29,36.42,"{'Art': 2, 'Physical Education': 0, 'Computer Science': 2, 'English': 3, 'Mathematics': 0, 'Sanskrit': 2}"
SCH0286,Govt. Primary School Bikaner-286,Bikaner,1671,62,55,26.95,"{'English': 3, 'Science': 1}"
SCH0287,Govt. Middle School Gurgaon-287,Gurgaon,613,15,20,40.87,"{'Chemistry': 2, 'Geography': 0, 'Mathematics': 3, 'Art': 2}"
SCH0288,Govt. Primary School Central-288,Central Delhi,845,24,28,35.21,"{'Physics': 2, 'Biology': 2, 'Science': 2, 'Geography': 3}"
SCH0289,Govt. Middle School Central-289,Central Delhi,1655,54,55,30.65,"{'Physics': 0, 'Computer Science': 1, 'Social Science': 3, 'Hindi': 1, 'Science': 0}"
SCH0290,Govt. High School North-290,North Delhi,1349,43,44,31.37,"{'History': 3, 'Chemistry': 2, 'Sanskrit': 3, 'Science': 1, 'Social Science': 1}"
SCH0291,Govt. Primary School Faridabad-291,Faridabad,1487,51,49,29.16,"{'Geography': 0, 'Social Science': 1, 'Physical Education': 1}"
SCH0292,Govt. High School Jodhpur-292,Jodhpur,731,29,24,25.21,"{'English': 1, 'Science': 2}"
SCH0293,Govt. High School Jaipur-293,Jaipur,227,2,7,113.5,"{'Science': 1, 'Art': 2, 'Computer Science': 0, 'Physics': 1, 'Physical Education': 0}"
SCH0294,Govt. Middle School East-294,East Delhi,651,17,21,38.29,"{'Sanskrit': 0, 'English': 0, 'Physical Education': 2, 'Computer Science': 0}"
SCH0295,Govt. Middle School New-295,New Delhi,1881,62,62,30.34,"{'Hindi': 2, 'Science': 1, 'Sanskrit': 3, 'English': 1, 'Physical Education': 1, 'Biology': 0}"
SCH0296,Govt. Middle School North-296,North Delhi,1232,37,41,33.3,"{'Geography': 2, 'Physics': 0, 'Biology': 2, 'History': 1, 'English': 1, 'Science': 3}"
SCH0297,Govt. Middle School East-297,East Delhi,1976,69,65,28.64,"{'Physical Education': 3, 'Sanskrit': 0, 'Biology': 1, 'History': 1, 'Chemistry': 0}"
SCH0298,Govt. Senior Secondary School Varanasi-298,Varanasi,1800,63,60,28.57,"{'Physics': 1, 'Computer Science': 1, 'Science': 3}"
SCH0299,Govt. Primary School Jaipur-299,Jaipur,1722,56,57,30.75,"{'Physics': 1, 'English': 1, 'History': 0, 'Computer Science': 2, 'Geography': 0, 'Art': 2}"
SCH0300,Govt. Primary School Central-300,Central Delhi,745,29,24,25.69,"{'Sanskrit': 3, 'Mathematics': 1, 'Science': 3, 'History': 0, 'English': 0, 'Social Science': 0}"
SCH0301,Govt. High School New-301,New Delhi,554,22,18,25.18,"{'Physical Education': 0, 'Hindi': 0, 'Physics': 1, 'History': 0}"
SCH0302,Govt. Senior Secondary School Ghaziabad-302,Ghaziabad,1599,57,53,28.05,"{'Hindi': 1, 'Computer Science': 3, 'History': 1, 'Social Science': 3}"
SCH0303,Govt. Middle School Central-303,Central Delhi,1945,69,64,28.19,"{'History': 0, 'Science': 2, 'Sanskrit': 0, 'Computer Science': 3, 'English': 2, 'Geography': 1}"
SCH0304,Govt. Middle School New-304,New Delhi,128,4,5,32.0,"{'Mathematics': 2, 'Sanskrit': 3, 'Science': 2, 'Art': 3, 'Geography': 3, 'Social Science': 0}"
SCH0305,Govt. Primary School Noida-305,Noida,286,10,9,28.6,"{'Computer Science': 3, 'Mathematics': 2, 'Biology': 1, 'Sanskrit': 1, 'History': 2, 'Social Science': 2}"
SCH0306,Govt. Primary School Ghaziabad-306,Ghaziabad,763,25,25,30.52,"{'Art': 1, 'Sanskrit': 0, 'Computer Science': 3}"
SCH0307,Govt. Middle School Kanpur-307,Kanpur,1412,51,47,27.69,"{'Science': 3, 'Physical Education': 2, 'Mathematics': 3, 'English': 2, 'Biology': 2}"
SCH0308,Govt. Primary School Varanasi-308,Varanasi,1367,50,45,27.34,"{'Hindi': 0, 'Physics': 1, 'Geography': 2, 'English': 0, 'Art': 2}"
SCH0309,Govt. Middle School Agra-309,Agra,581,22,19,26.41,"{'English': 1, 'Art': 1, 'Physics': 0, 'History': 0, 'Computer Science': 0}"
SCH0310,Govt. Middle School West-310,West Delhi,395,8,13,49.38,"{'Biology': 0, 'Science': 0, 'Social Science': 0}"
SCH0311,Govt. High School Jaipur-311,Jaipur,1038,36,34,28.83,"{'Science': 1, 'Mathematics': 0, 'Social Science': 2}"
SCH0312,Govt. Primary School Kanpur-312,Kanpur,1926,61,64,31.57,"{'Sanskrit': 1, 'English': 0, 'Physics': 3}"
SCH0313,Govt. Middle School Ajmer-313,Ajmer,271,6,9,45.17,"{'Art': 1, 'English': 1, 'Biology': 1}"
SCH0314,Govt. Primary School Udaipur-314,Udaipur,623,17,20,36.65,"{'Social Science': 0, 'Biology': 3, 'Mathematics': 2, 'Science': 2, 'Chemistry': 0}"
SCH0315,Govt. Primary School Udaipur-315,Udaipur,1056,30,35,35.2,"{'Hindi': 1, 'Geography': 0, 'Physics': 2}"
SCH0316,Govt. Senior Secondary School South-316,South Delhi,1620,60,54,27.0,"{'Biology': 1, 'Geography': 3, 'Computer Science': 3, 'Physical Education': 2}"
SCH0317,Govt. Middle School Jodhpur-317,Jodhpur,1899,62,63,30.63,"{'Mathematics': 0, 'Science': 2, 'Chemistry': 0, 'English': 1, 'Social Science': 3, 'Physics': 1}"
SCH0318,Govt. Middle School Kanpur-318,Kanpur,1323,47,44,28.15,"{'Chemistry': 1, 'Mathematics': 0}"
SCH0319,Govt. High School Ajmer-319,Ajmer,1391,51,46,27.27,"{'History': 1, 'Social Science': 0, 'Science': 0, 'Chemistry': 1}"
SCH0320,Govt. Primary School Udaipur-320,Udaipur,146,9,5,16.22,"{'Social Science': 3, 'Geography': 2, 'Computer Science': 0, 'Art': 2, 'Science': 1, 'English': 0}"
SCH0321,Govt. Primary School West-321,West Delhi,1209,44,40,27.48,"{'Art': 2, 'Physics': 1, 'History': 2, 'Sanskrit': 0}"
SCH0322,Govt. High School Central-322,Central Delhi,1642,57,54,28.81,"{'History': 2, 'Chemistry': 3, 'Sanskrit': 3, 'Mathematics': 1, 'Computer Science': 2, 'Geography': 2}"
SCH0323,Govt. Middle School Central-323,Central Delhi,1600,49,53,32.65,"{'History': 2, 'Biology': 1, 'English': 3, 'Geography': 2, 'Sanskrit': 2}"
SCH0324,Govt. Middle School Central-324,Central Delhi,501,21,16,23.86,"{'Physics': 1, 'English': 2, 'Chemistry': 0, 'Geography': 1, 'Social Science': 2, 'Sanskrit': 3}"
SCH0325,Govt. Primary School Udaipur-325,Udaipur,1094,42,36,26.05,"{'Social Science': 3, 'Biology': 0, 'Mathematics': 1, 'Physics': 2, 'Computer Science': 0, 'Science': 2}"
SCH0326,Govt. Middle School Varanasi-326,Varanasi,1035,38,34,27.24,"{'Geography': 2, 'Biology': 2}"
SCH0327,Govt. High School Faridabad-327,Faridabad,463,16,15,28.94,"{'Geography': 2, 'Biology': 3}"
SCH0328,Govt. Primary School New-328,New Delhi,596,17,19,35.06,"{'Sanskrit': 0, 'Computer Science': 1, 'Hindi': 0}"
SCH0329,Govt. Senior Secondary School South-329,South Delhi,1520,46,50,33.04,"{'Mathematics': 0, 'Biology': 3, 'Physics': 0}"
SCH0330,Govt. High School Varanasi-330,Varanasi,1549,57,51,27.18,"{'Physical Education': 1, 'Hindi': 1, 'Chemistry': 2, 'History': 2, 'Geography': 1}"
SCH0331,Govt. Senior Secondary School Jodhpur-331,Jodhpur,645,26,21,24.81,"{'History': 2, 'Hindi': 0, 'Sanskrit': 0}"
SCH0332,Govt. Primary School Agra-332,Agra,1397,43,46,32.49,"{'Chemistry': 2, 'Physics': 2, 'English': 1, 'Biology': 3, 'History': 0, 'Art': 1}"
SCH0333,Govt. Middle School Kota-333,Kota,576,18,19,32.0,"{'Geography': 3, 'Biology': 0, 'Hindi': 3, 'Physical Education': 3}"
SCH0334,Govt. Middle School Faridabad-334,Faridabad,1871,65,62,28.78,"{'Social Science': 1, 'Art': 1, 'Sanskrit': 0}"
SCH0335,Govt. Primary School Noida-335,Noida,1482,47,49,31.53,"{'Biology': 0, 'Physics': 0, 'History': 1, 'Social Science': 0}"
SCH0336,Govt. Senior Secondary School Ghaziabad-336,Ghaziabad,102,12,5,8.5,"{'Computer Science': 1, 'History': 3, 'Chemistry': 1, 'Physical Education': 1, 'Physics': 3, 'English': 1}"
SCH0337,Govt. Senior Secondary School Ghaziabad-337,Ghaziabad,392,16,13,24.5,"{'Physical Education': 3, 'Science': 0, 'Physics': 0, 'Biology': 1}"
SCH0338,Govt. Primary School Faridabad-338,Faridabad,684,17,22,40.24,"{'Hindi': 0, 'History': 3, 'Social Science': 3}"
SCH0339,Govt. Middle School Kota-339,Kota,1263,47,42,26.87,"{'Science': 1, 'Geography': 0, 'Physical Education': 0}"
SCH0340,Govt. High School Ajmer-340,Ajmer,1038,40,34,25.95,"{'Mathematics': 1, 'Computer Science': 2, 'History': 3}"
SCH0341,Govt. High School Gurgaon-341,Gurgaon,1442,50,48,28.84,"{'Science': 2, 'Chemistry': 1}"
SCH0342,Govt. Primary School Agra-342,Agra,1968,61,65,32.26,"{'Computer Science': 0, 'Art': 2}"
SCH0343,Govt. Senior Secondary School Central-343,Central Delhi,663,20,22,33.15,"{'English': 2, 'Chemistry': 3, 'Computer Science': 3, 'Biology': 0, 'Physical Education': 2, 'Hindi': 1}"
SCH0344,Govt. Middle School Ghaziabad-344,Ghaziabad,984,29,32,33.93,"{'Computer Science': 0, 'Mathematics': 1, 'Science': 1, 'Sanskrit': 2}"
SCH0345,Govt. High School Ajmer-345,Ajmer,325,13,10,25.0,"{'Physical Education': 1, 'Sanskrit': 0, 'Mathematics': 0, 'English': 1, 'Chemistry': 2, 'Computer Science': 3}"
SCH0346,Govt. Primary School South-346,South Delhi,1897,62,63,30.6,"{'English': 0, 'Physical Education': 1, 'Social Science': 2, 'Mathematics': 2, 'Computer Science': 0}"
SCH0347,Govt. Senior Secondary School Ghaziabad-347,Ghaziabad,1644,51,54,32.24,"{'Social Science': 3, 'Biology': 1, 'Computer Science': 0, 'History': 0}"
SCH0348,Govt. Primary School Udaipur-348,Udaipur,1613,50,53,32.26,"{'Sanskrit': 1, 'History': 1, 'Biology': 1}"
SCH0349,Govt. High School Faridabad-349,Faridabad,1268,44,42,28.82,"{'Physics': 2, 'English': 3}"
SCH0350,Govt. Middle School Jaipur-350,Jaipur,1862,62,62,30.03,"{'Mathematics': 0, 'Physical Education': 3, 'Physics': 0}"
